platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
X,Text,Lifestyle,Business,20,5,1,1,206,9,2,4,0,0,1,0,4.68,0.554,6945,56.71,1246.96,4.4,768,0,0.0,0,957.85
YouTube Shorts,Reel,Entertainment,Personal Brand,10,0,0,0,179,7,0,1,1,0,1,51,7.49,0.067,35913,33.66,1634.03,3.4,1795,0,0.0,0,1020.37
Facebook,Text,Education,Influencer,15,6,1,0,85,9,0,0,1,0,1,0,10.0,0.86,51582,35.46,555.99,2.9,992,0,0.0,0,937.63
YouTube Shorts,Reel,Behind-the-scenes,Personal Brand,0,2,0,0,132,6,2,1,0,0,1,26,10.0,0.704,94753,46.75,1219.79,9.9,693,0,0.0,0,1158.55
LinkedIn,Text,Entertainment,Business,21,3,0,1,127,10,0,3,1,0,1,0,6.89,0.231,24150,39.12,586.53,4.4,1074,0,0.0,0,924.8
Instagram,Video,Behind-the-scenes,Educator,1,6,1,0,92,11,1,3,1,1,1,28,7.2,-0.142,34684,45.56,508.05,5.3,1078,0,0.0,0,995.85
Instagram,Reel,News,Personal Brand,22,1,0,1,112,6,1,1,1,0,1,34,7.74,-0.033,9022,46.25,947.88,3.1,30,0,0.0,1,972.97
Instagram,Image,Motivation,Business,20,3,0,1,175,10,5,2,0,0,1,0,8.43,1.0,123486,50.33,1432.19,3.5,837,0,0.0,0,1108.08
Facebook,Text,Lifestyle,Media,18,6,1,1,204,5,3,1,0,0,1,0,8.72,-0.291,11983,57.57,866.23,6.7,999,0,0.0,0,989.96
LinkedIn,Carousel,Lifestyle,Personal Brand,6,1,0,0,230,7,2,2,1,0,4,0,4.65,-0.129,116624,47.04,1449.8,6.3,824,0,0.0,1,1091.33
Facebook,Video,Behind-the-scenes,Influencer,11,5,1,1,241,2,1,4,1,1,1,25,7.56,0.494,39342,43.34,733.03,5.0,250,0,0.0,1,1090.2
X,Image,Lifestyle,Educator,4,0,0,0,56,4,1,4,1,0,1,0,6.3,0.086,13629,52.22,885.1,5.1,662,0,0.0,0,926.28
Instagram,Reel,Lifestyle,Educator,5,2,0,0,160,2,1,3,0,0,1,36,6.86,0.613,26321,64.44,449.4,5.5,1226,0,0.0,0,982.05
X,Video,Product,Business,0,2,0,0,138,6,1,6,1,0,1,61,8.84,0.358,39282,45.72,781.73,4.4,879,0,0.0,1,1045.81
Instagram,Reel,Education,Influencer,5,4,0,0,110,5,2,4,1,0,1,61,8.36,0.255,20117,38.9,1908.68,6.6,1357,0,0.0,0,1092.18
YouTube Shorts,Video,Behind-the-scenes,Influencer,5,0,0,0,75,6,1,2,1,1,1,12,7.94,-0.313,17064,59.63,794.53,3.7,309,0,0.0,0,1069.66
Facebook,Image,Lifestyle,Media,16,2,0,0,118,7,0,5,0,0,1,0,8.31,0.22,8713,62.15,1602.44,8.3,795,0,0.0,1,1124.82
Facebook,Image,Entertainment,Business,18,0,0,1,258,10,0,2,0,0,1,0,6.94,0.103,5865,39.82,986.36,8.2,1631,0,0.0,0,854.26
Facebook,Text,Product,Business,11,2,0,1,112,5,4,2,0,0,1,0,8.62,0.544,8195,42.76,1365.39,4.7,1001,0,0.0,0,1022.45
YouTube Shorts,Video,Motivation,Educator,18,1,0,1,171,6,1,4,1,0,1,27,8.66,1.0,8427,36.46,743.28,2.9,1826,0,0.0,0,1010.78
Instagram,Reel,Behind-the-scenes,Media,0,2,0,0,153,4,1,1,0,0,1,48,7.61,0.039,28668,34.52,1398.66,3.7,648,0,0.0,1,1029.14
Instagram,Image,Motivation,Business,23,5,1,0,126,8,0,4,0,0,1,0,7.34,0.502,2574,35.95,945.16,5.5,675,1,296.23,0,867.56
Instagram,Image,Product,Educator,12,2,0,1,186,5,2,3,1,0,1,0,4.26,0.424,36551,18.13,1324.41,2.7,649,1,236.35,0,981.55
LinkedIn,Image,News,Influencer,9,1,0,0,87,8,0,1,1,0,1,0,7.0,0.336,12798,75.19,1323.12,5.2,740,0,0.0,1,1110.59
Instagram,Reel,Product,Educator,7,1,0,0,95,4,3,3,1,1,1,27,7.44,1.0,50633,41.37,1068.63,2.7,1355,0,0.0,0,1188.08
Instagram,Video,Motivation,Influencer,20,0,0,1,201,7,0,2,1,0,1,62,6.98,0.37,15763,44.31,922.56,5.4,526,0,0.0,0,962.5
YouTube Shorts,Video,Education,Business,4,3,0,0,120,8,3,1,1,1,1,24,5.0,0.142,94651,37.96,971.8,5.5,30,0,0.0,0,1149.93
Instagram,Carousel,Lifestyle,Business,15,2,0,0,93,3,1,0,0,0,4,0,8.31,-0.099,13194,40.76,769.37,6.1,315,0,0.0,0,970.96
Instagram,Video,Motivation,Educator,8,3,0,0,159,8,3,3,1,0,1,48,7.38,0.561,56513,51.17,795.51,4.0,854,0,0.0,0,1092.43
Facebook,Video,Education,Personal Brand,5,0,0,0,204,10,1,5,1,0,1,14,8.19,0.477,14761,67.28,1110.47,1.7,1873,0,0.0,0,1087.77
LinkedIn,Text,Entertainment,Influencer,10,0,0,0,129,13,0,3,0,0,1,0,8.51,-0.795,55470,39.29,1194.66,3.6,169,0,0.0,1,1044.48
Facebook,Video,Product,Personal Brand,1,2,0,0,76,8,3,8,1,0,1,35,9.75,-0.235,6238,42.89,1056.65,1.0,600,0,0.0,0,869.81
Instagram,Video,Education,Personal Brand,4,4,0,0,75,8,0,5,0,0,1,35,6.99,0.704,90323,34.86,965.17,4.9,1613,0,0.0,0,1026.45
LinkedIn,Carousel,Behind-the-scenes,Business,15,1,0,0,62,11,0,4,1,0,5,0,6.96,0.704,5130,56.05,459.34,7.7,887,0,0.0,0,884.53
YouTube Shorts,Video,Product,Personal Brand,21,2,0,1,219,8,1,2,1,0,1,16,5.71,0.293,75915,56.07,712.42,3.3,918,1,117.79,0,1101.97
YouTube Shorts,Video,Entertainment,Influencer,11,4,0,1,171,8,1,3,0,1,1,15,6.29,0.465,20875,48.86,30.0,1.5,452,1,76.36,1,1046.86
Instagram,Image,Education,Educator,12,6,1,1,131,11,0,3,0,0,1,0,4.83,-0.382,20298,59.59,1968.35,1.0,2046,1,2492.8,0,1075.8
X,Text,Behind-the-scenes,Educator,15,1,0,0,92,4,0,2,1,0,1,0,6.36,0.16,17894,87.19,2024.37,4.7,107,1,194.34,0,1148.02
LinkedIn,Text,Entertainment,Personal Brand,0,0,0,0,124,6,1,0,1,0,1,0,8.99,0.508,8881,55.24,167.38,6.0,676,1,187.46,0,891.34
YouTube Shorts,Reel,Product,Educator,10,1,0,0,121,6,1,2,0,1,1,41,9.16,0.505,6386,39.82,1022.86,5.7,1329,0,0.0,0,1104.01
Instagram,Video,Entertainment,Media,0,5,1,0,140,10,2,2,1,0,1,54,8.48,0.435,24566,63.38,1978.02,4.3,262,0,0.0,0,1273.66
Instagram,Reel,Behind-the-scenes,Business,9,2,0,0,175,6,3,4,0,1,1,49,8.3,0.899,73211,71.87,1805.84,5.8,704,0,0.0,0,1300.34
Instagram,Reel,Education,Media,4,2,0,0,121,8,1,2,1,1,1,5,5.49,1.0,25483,54.06,1229.61,5.4,1072,0,0.0,1,1262.93
Instagram,Image,Product,Educator,1,4,0,0,100,7,0,0,0,0,1,0,8.09,0.187,42437,52.38,836.24,4.6,822,0,0.0,0,932.24
Instagram,Image,Entertainment,Media,2,2,0,0,109,8,0,4,0,0,1,0,8.77,0.501,18816,58.92,652.72,3.8,1409,0,0.0,0,997.08
Facebook,Video,Entertainment,Personal Brand,13,5,1,1,139,7,1,1,1,0,1,18,6.07,0.788,39724,46.69,492.2,2.7,363,0,0.0,0,987.99
Instagram,Reel,Behind-the-scenes,Business,8,1,0,0,157,4,2,3,0,0,1,43,8.09,-0.043,878,43.98,864.6,7.5,1242,0,0.0,0,924.36
LinkedIn,Text,Education,Personal Brand,1,0,0,0,115,7,3,3,0,0,1,0,7.43,-0.013,4585,57.53,757.17,5.4,865,0,0.0,0,1087.17
X,Image,Entertainment,Personal Brand,0,0,0,0,133,4,1,1,0,0,1,0,4.28,0.093,10544,47.42,266.28,7.5,762,1,173.06,0,778.51
LinkedIn,Text,Education,Media,4,0,0,0,92,8,2,5,0,0,1,0,5.63,-0.281,24127,72.35,542.11,7.8,833,0,0.0,0,983.19
Instagram,Reel,Education,Business,18,3,0,1,129,13,3,8,1,0,1,22,7.53,0.029,49425,51.04,2005.62,5.9,1032,0,0.0,0,1279.67
X,Text,Entertainment,Educator,4,3,0,0,196,10,4,2,0,0,1,0,7.85,0.759,15876,75.62,1371.26,4.6,462,0,0.0,0,1267.59
Instagram,Carousel,Product,Media,11,6,1,1,64,6,2,2,0,0,8,0,9.05,-0.248,35910,54.44,461.45,3.1,159,0,0.0,0,960.44
X,Text,Entertainment,Influencer,18,4,0,1,339,7,0,1,0,0,1,0,8.21,-0.076,31950,39.01,985.5,1.4,1371,1,396.68,0,792.49
X,Text,Entertainment,Business,10,4,0,0,36,3,0,2,0,0,1,0,9.22,0.889,80462,39.85,1135.07,3.4,586,1,225.94,1,1020.14
Instagram,Reel,Product,Media,16,5,1,0,197,7,3,3,0,0,1,10,8.19,0.187,46530,49.34,1828.1,3.7,1138,0,0.0,0,1193.05
Instagram,Carousel,Education,Influencer,16,4,0,0,167,9,0,6,1,0,9,0,6.39,1.0,4318,61.27,281.03,5.5,382,0,0.0,0,923.55
Facebook,Image,Motivation,Influencer,8,0,0,0,188,5,3,1,1,0,1,0,6.31,-0.182,43821,49.38,244.11,8.3,137,0,0.0,0,959.71
LinkedIn,Image,Entertainment,Media,23,5,1,0,148,5,2,2,0,0,1,0,7.13,-0.282,25457,38.07,1282.24,5.1,367,0,0.0,1,981.79
Instagram,Image,Behind-the-scenes,Business,11,1,0,1,58,7,0,3,0,0,1,0,9.27,0.427,16342,43.61,262.41,6.5,838,0,0.0,1,926.31
LinkedIn,Carousel,Education,Educator,0,1,0,0,96,4,0,5,0,0,6,0,7.33,0.054,21456,55.61,1514.08,2.3,275,0,0.0,0,1167.07
Instagram,Image,Education,Business,10,5,1,0,124,9,3,2,0,0,1,0,4.79,0.259,29007,28.78,653.99,3.1,885,0,0.0,0,857.79
Instagram,Reel,Education,Personal Brand,8,6,1,0,170,8,0,3,1,1,1,79,4.59,0.552,89957,59.06,1663.7,1.6,994,1,250.33,0,1088.45
YouTube Shorts,Video,Education,Influencer,21,2,0,1,138,4,0,2,1,0,1,50,8.96,-0.101,12985,50.42,1263.63,6.7,354,0,0.0,0,1058.77
X,Video,Education,Media,8,3,0,0,225,6,1,3,1,1,1,55,7.8,0.492,27389,57.4,1224.56,4.8,1001,0,0.0,0,1160.93
Instagram,Carousel,Product,Media,22,6,1,1,148,10,0,4,1,0,5,0,3.75,0.677,9086,55.47,1248.63,6.2,902,1,176.6,0,1126.48
Instagram,Carousel,Lifestyle,Business,17,1,0,0,156,12,0,0,1,0,5,0,7.71,0.101,21229,44.75,1737.27,3.7,1287,0,0.0,1,1117.07
LinkedIn,Text,Education,Influencer,20,6,1,1,217,6,0,0,0,0,1,0,6.11,-0.156,268371,75.45,654.94,5.4,1825,0,0.0,0,1123.09
X,Video,Product,Business,3,0,0,0,136,5,3,1,0,1,1,55,7.86,-0.009,86861,57.65,906.25,6.9,1099,0,0.0,0,1079.35
Instagram,Image,Motivation,Business,1,5,1,0,145,8,1,4,1,0,1,0,5.72,0.397,9622,25.97,1030.95,5.0,468,1,148.74,0,970.28
YouTube Shorts,Video,Motivation,Business,6,4,0,0,184,3,1,3,1,0,1,27,10.0,0.067,6677,61.7,634.76,5.1,794,0,0.0,0,1063.76
Instagram,Reel,Behind-the-scenes,Personal Brand,18,2,0,1,131,5,2,4,1,1,1,25,8.06,0.525,5940,34.38,1267.42,1.4,489,0,0.0,0,965.7
LinkedIn,Text,Product,Educator,16,2,0,0,155,7,1,3,0,0,1,0,6.85,0.376,22764,49.26,30.0,6.6,679,0,0.0,1,920.89
Instagram,Reel,Behind-the-scenes,Educator,11,0,0,1,126,4,2,6,0,0,1,28,6.14,-0.175,20022,50.94,30.0,4.6,341,0,0.0,0,866.82
X,Text,Motivation,Business,1,2,0,0,112,4,1,4,0,0,1,0,8.57,0.303,9892,46.97,231.43,6.1,1021,1,98.36,1,942.02
LinkedIn,Video,Lifestyle,Educator,4,2,0,0,332,8,2,2,1,1,1,49,6.53,-0.638,13862,45.24,451.45,3.0,1168,1,147.53,0,830.09
Instagram,Carousel,Motivation,Educator,7,0,0,0,288,10,1,2,0,0,2,0,8.23,-0.089,26715,52.29,530.13,7.4,1074,1,799.25,0,920.38
YouTube Shorts,Video,Education,Media,14,3,0,0,101,4,2,2,0,1,1,12,6.76,-0.225,66140,20.01,1839.25,6.7,741,0,0.0,0,1047.12
Instagram,Video,Entertainment,Influencer,11,1,0,1,310,6,1,3,1,1,1,59,9.01,-0.43,16360,33.98,891.85,5.9,476,0,0.0,0,971.48
Facebook,Image,Behind-the-scenes,Educator,14,0,0,0,217,2,1,2,0,0,1,0,9.69,0.412,27893,40.87,835.92,5.3,145,0,0.0,0,896.6
Instagram,Reel,Entertainment,Business,12,0,0,1,115,8,1,0,1,1,1,60,4.67,0.1,3912,14.29,1447.89,5.4,781,0,0.0,0,924.98
LinkedIn,Text,News,Personal Brand,22,2,0,1,72,8,0,0,1,0,1,0,7.66,0.492,48229,56.49,1706.29,6.5,256,0,0.0,0,1087.49
YouTube Shorts,Video,Product,Media,10,2,0,0,111,6,2,1,1,0,1,29,9.94,-0.112,5764,51.84,990.09,5.8,896,1,120.55,0,1135.42
Instagram,Image,Motivation,Business,23,6,1,0,301,5,1,3,1,0,1,0,7.06,0.172,25875,36.99,1005.09,3.8,1104,1,494.93,0,902.83
LinkedIn,Carousel,Lifestyle,Influencer,4,1,0,0,91,4,2,7,1,0,2,0,5.41,0.807,35106,51.82,1244.2,4.3,759,1,312.7,1,1047.88
LinkedIn,Text,Lifestyle,Personal Brand,3,4,0,0,153,14,0,3,0,0,1,0,7.51,-0.096,6229,20.83,30.0,1.7,566,0,0.0,0,728.63
Facebook,Image,Behind-the-scenes,Business,13,1,0,1,129,4,2,2,1,0,1,0,7.09,0.735,13188,71.31,273.63,5.3,445,0,0.0,0,1016.16
X,Text,Behind-the-scenes,Business,15,4,0,0,184,8,2,4,0,0,1,0,4.67,-0.227,6588,46.52,689.3,6.6,1098,0,0.0,1,895.02
X,Image,Entertainment,Personal Brand,18,6,1,1,147,5,1,3,0,0,1,0,5.78,0.429,22553,52.05,628.71,6.5,854,0,0.0,0,919.16
Instagram,Carousel,News,Business,12,5,1,1,81,3,3,1,1,0,6,0,6.21,0.687,44443,41.42,828.45,6.7,244,0,0.0,0,910.76
YouTube Shorts,Video,Entertainment,Educator,16,5,1,0,61,3,1,2,1,1,1,60,4.51,0.294,26505,61.28,990.93,1.0,747,0,0.0,0,1040.66
LinkedIn,Text,Behind-the-scenes,Educator,8,1,0,0,181,11,3,5,0,0,1,0,7.97,0.536,37203,70.49,1192.4,8.6,759,0,0.0,0,1156.87
Instagram,Image,News,Personal Brand,4,4,0,0,235,7,3,3,0,0,1,0,6.85,-0.55,3733,66.42,712.62,7.3,30,1,117.0,0,939.91
Facebook,Image,News,Media,16,3,0,0,45,6,3,4,0,0,1,0,7.44,-0.077,57721,28.69,737.77,7.2,911,0,0.0,0,937.24
X,Text,Education,Influencer,7,4,0,0,58,14,5,1,1,0,1,0,5.84,-0.148,2161,41.31,978.73,8.7,814,0,0.0,1,855.8
Facebook,Video,Behind-the-scenes,Educator,4,3,0,0,148,8,2,2,1,1,1,67,5.44,0.051,14798,63.46,551.54,7.3,680,0,0.0,0,986.77
Instagram,Reel,Education,Educator,2,0,0,0,161,11,0,7,0,1,1,24,5.51,-0.158,36933,54.96,637.35,1.0,928,0,0.0,0,959.48
X,Text,Product,Influencer,20,1,0,1,140,9,2,4,0,0,1,0,6.16,-0.642,11967,33.68,1543.17,5.6,1228,1,316.69,0,906.67
Facebook,Image,Education,Media,0,1,0,0,57,6,0,3,0,0,1,0,7.77,-0.554,54301,54.1,714.13,5.9,1189,0,0.0,0,1004.73
LinkedIn,Text,Entertainment,Influencer,11,5,1,1,314,6,2,4,0,0,1,0,7.72,0.359,3157,52.25,1192.79,4.5,646,0,0.0,1,1067.56
YouTube Shorts,Reel,Behind-the-scenes,Educator,9,4,0,0,105,7,1,4,0,0,1,16,6.55,0.812,3452,33.01,511.78,7.0,1563,0,0.0,0,948.33
Facebook,Image,News,Media,13,1,0,1,199,8,0,3,1,0,1,0,7.1,0.699,250452,70.21,744.79,3.3,1137,0,0.0,0,1169.37
Facebook,Video,Motivation,Influencer,17,6,1,0,131,9,1,2,1,0,1,50,6.69,0.051,30223,50.05,920.6,4.8,924,0,0.0,0,1055.22
LinkedIn,Text,Entertainment,Business,11,6,1,1,228,6,2,2,0,0,1,0,5.62,-0.76,32885,36.98,897.25,5.3,1318,0,0.0,0,825.36
Instagram,Video,Education,Influencer,21,4,0,1,134,12,2,1,1,0,1,23,7.05,0.297,94969,51.44,630.88,7.9,758,0,0.0,0,1040.98
Facebook,Video,Motivation,Educator,14,4,0,0,215,9,2,4,0,0,1,24,7.93,0.114,47223,36.45,795.61,7.1,837,0,0.0,0,960.3
YouTube Shorts,Video,Entertainment,Business,4,6,1,0,204,8,0,3,1,0,1,29,6.33,0.214,238555,56.11,571.54,4.7,756,0,0.0,0,1076.39
YouTube Shorts,Reel,Entertainment,Personal Brand,0,0,0,0,195,9,0,2,0,0,1,32,9.46,-0.561,38492,49.29,116.14,5.2,666,0,0.0,0,1083.19
X,Image,Product,Educator,11,6,1,1,47,5,2,3,1,0,1,0,7.6,0.235,5042,36.71,1267.38,2.1,662,0,0.0,0,864.58
X,Image,Product,Influencer,7,6,1,0,173,6,2,4,0,0,1,0,7.74,-0.363,15132,49.06,656.81,5.7,472,0,0.0,0,977.92
YouTube Shorts,Video,Education,Personal Brand,17,3,0,0,59,8,2,4,0,1,1,42,5.6,0.267,110762,39.77,30.0,4.9,1099,0,0.0,0,1039.34
Facebook,Carousel,Entertainment,Educator,3,0,0,0,133,8,0,2,1,0,7,0,4.07,0.774,21729,44.46,386.09,8.4,1302,0,0.0,0,886.57
Facebook,Video,News,Business,16,0,0,0,84,5,0,1,1,0,1,38,6.27,-0.22,8716,63.37,669.95,5.5,1154,1,560.31,1,1040.73
YouTube Shorts,Video,Education,Educator,18,1,0,1,66,10,1,2,0,0,1,19,9.95,-0.305,5267,54.03,253.83,4.0,229,0,0.0,0,985.95
YouTube Shorts,Video,Education,Educator,6,4,0,0,95,10,0,6,1,0,1,32,8.97,0.637,17474,44.18,1287.45,7.0,398,1,91.37,0,1164.2
YouTube Shorts,Video,Product,Personal Brand,8,1,0,0,214,9,1,3,1,1,1,16,7.89,0.49,25251,63.99,30.0,2.3,1233,1,191.84,0,979.49
YouTube Shorts,Video,Education,Personal Brand,3,4,0,0,218,3,1,0,1,0,1,56,6.78,0.128,213471,53.71,955.06,2.1,1112,0,0.0,0,1074.03
LinkedIn,Text,Lifestyle,Personal Brand,22,3,0,1,111,3,1,3,0,0,1,0,4.5,-0.408,74757,47.75,703.18,7.9,613,1,237.3,0,894.41
Facebook,Video,Behind-the-scenes,Personal Brand,11,5,1,1,211,8,1,5,0,0,1,5,6.82,-0.021,18233,43.51,1120.18,3.2,1151,0,0.0,0,875.63
Instagram,Image,Education,Business,18,3,0,1,257,3,0,0,0,0,1,0,8.66,-0.264,37241,54.2,232.24,1.9,1094,1,127.5,0,900.29
LinkedIn,Text,Entertainment,Educator,10,2,0,0,149,7,1,0,1,0,1,0,9.67,0.195,64142,51.3,681.6,5.3,1308,0,0.0,0,1113.31
YouTube Shorts,Reel,Education,Personal Brand,9,2,0,0,34,5,4,6,1,0,1,46,6.16,-0.148,5901,33.12,900.24,4.7,1278,1,257.74,1,901.77
X,Text,Behind-the-scenes,Media,6,0,0,0,61,7,0,2,0,0,1,0,8.2,-0.198,8244,52.6,1359.22,4.7,1530,0,0.0,0,909.01
LinkedIn,Carousel,Lifestyle,Educator,8,5,1,0,167,9,1,1,0,0,5,0,6.33,-0.09,9571,54.59,1008.45,5.6,1126,0,0.0,0,906.69
LinkedIn,Image,Education,Personal Brand,6,0,0,0,181,12,2,6,1,0,1,0,7.5,1.0,93830,48.41,672.29,7.5,1323,1,277.56,0,1037.09
YouTube Shorts,Video,Entertainment,Influencer,17,3,0,0,154,9,0,4,0,1,1,33,7.17,0.425,11569,44.03,473.02,1.0,1630,0,0.0,0,1022.37
X,Text,Lifestyle,Business,13,0,0,1,145,11,0,2,1,0,1,0,6.45,0.195,19586,48.76,33.2,3.2,89,0,0.0,0,883.42
Facebook,Image,News,Educator,22,3,0,1,178,9,0,6,0,0,1,0,7.84,0.748,4245,30.83,1389.53,6.0,730,0,0.0,0,980.1
LinkedIn,Text,Product,Personal Brand,10,1,0,0,179,5,3,5,1,0,1,0,4.7,-0.186,11096,52.17,1250.5,4.1,1459,1,64.71,0,996.47
Instagram,Video,Education,Personal Brand,22,2,0,1,205,7,3,8,0,1,1,62,6.0,0.22,30468,71.01,1185.84,3.2,599,0,0.0,0,969.35
X,Text,Entertainment,Educator,1,1,0,0,151,4,3,4,0,0,1,0,6.12,1.0,13917,53.31,2055.23,1.5,939,0,0.0,0,879.08
LinkedIn,Text,Behind-the-scenes,Business,3,5,1,0,187,6,2,4,0,0,1,0,7.79,0.664,70363,47.59,777.36,5.5,231,0,0.0,0,1045.71
LinkedIn,Video,News,Media,1,4,0,0,42,6,0,4,1,0,1,33,7.97,1.0,8312,54.88,503.94,3.2,889,0,0.0,0,961.93
LinkedIn,Text,Entertainment,Influencer,23,4,0,0,148,5,4,2,1,0,1,0,9.41,0.074,8460,45.97,1280.64,7.6,643,1,63.89,0,1112.32
Instagram,Reel,Lifestyle,Business,11,3,0,1,78,13,4,3,0,0,1,29,9.26,-0.523,29345,25.8,1682.14,7.9,1056,0,0.0,0,1111.68
YouTube Shorts,Reel,Entertainment,Educator,2,5,1,0,152,7,0,6,0,1,1,24,9.12,-0.396,27488,35.76,1132.47,6.7,866,0,0.0,0,1105.54
Instagram,Reel,Education,Business,17,2,0,0,274,6,1,5,0,1,1,14,4.87,0.091,22581,43.48,1289.93,5.8,487,0,0.0,0,1044.16
Instagram,Reel,News,Media,1,0,0,0,218,5,0,5,0,0,1,44,6.46,0.094,63969,61.49,1200.77,3.5,421,0,0.0,0,1150.6
Facebook,Video,Lifestyle,Media,3,1,0,0,170,8,1,1,1,1,1,34,7.83,0.438,51684,75.76,314.97,7.6,896,0,0.0,1,1139.3
Instagram,Reel,Education,Educator,19,4,0,1,56,4,1,1,0,1,1,48,6.76,0.248,8576,43.4,1629.1,1.6,1429,1,193.19,0,1112.59
Instagram,Reel,Product,Influencer,20,4,0,1,213,10,0,1,1,0,1,44,6.66,0.77,5501,54.14,1156.01,4.3,808,0,0.0,0,1192.71
X,Text,Entertainment,Media,3,5,1,0,172,10,1,3,0,0,1,0,6.79,0.075,22391,69.13,388.81,7.2,504,0,0.0,0,1029.44
Instagram,Reel,Product,Personal Brand,13,2,0,1,195,6,1,2,1,1,1,26,6.89,0.568,22277,35.29,399.9,6.1,1018,0,0.0,0,1010.21
Instagram,Reel,Motivation,Personal Brand,10,0,0,0,42,9,3,1,1,0,1,46,6.46,0.019,43946,35.06,696.66,4.3,907,1,184.02,0,1000.07
YouTube Shorts,Video,Education,Personal Brand,22,4,0,1,115,9,1,1,1,0,1,76,5.19,0.353,20663,47.81,499.57,5.7,934,0,0.0,0,1009.94
LinkedIn,Text,Motivation,Personal Brand,18,4,0,1,100,4,1,4,1,0,1,0,6.26,0.093,7004,56.88,1131.73,4.4,772,1,239.55,0,1113.14
Instagram,Video,Motivation,Educator,23,1,0,0,148,5,0,2,0,1,1,35,5.44,0.769,1101,76.07,108.2,1.0,1328,1,581.24,0,878.69
Instagram,Reel,News,Influencer,5,2,0,0,126,9,0,2,1,1,1,19,6.62,0.573,7069,43.88,2071.71,1.0,1449,0,0.0,0,1056.56
X,Image,Behind-the-scenes,Educator,17,1,0,0,148,8,2,3,0,0,1,0,6.74,-0.265,24805,57.04,827.27,6.2,1145,0,0.0,0,1040.25
YouTube Shorts,Video,Behind-the-scenes,Educator,3,3,0,0,137,5,0,0,1,0,1,7,7.05,1.0,18670,46.22,265.51,7.3,379,1,102.23,0,947.37
Instagram,Video,Education,Educator,12,0,0,1,70,6,3,2,0,0,1,51,5.68,0.51,152765,78.5,864.87,5.5,697,0,0.0,0,1266.76
Instagram,Reel,Education,Educator,8,3,0,0,208,5,3,4,1,1,1,5,7.9,0.218,51399,65.54,1301.82,4.0,79,0,0.0,0,1085.59
X,Text,News,Media,12,0,0,1,150,10,1,4,1,0,1,0,9.06,0.563,20704,57.35,30.0,6.0,1249,0,0.0,0,915.28
X,Video,Entertainment,Personal Brand,23,4,0,0,69,9,1,2,1,0,1,51,6.45,0.028,14222,60.89,237.82,4.0,603,0,0.0,0,953.93
YouTube Shorts,Reel,Entertainment,Business,22,0,0,1,142,2,1,2,1,1,1,33,6.1,0.418,439353,52.63,30.0,3.9,407,0,0.0,1,1178.64
Instagram,Video,Motivation,Educator,23,6,1,0,90,11,2,1,0,0,1,23,6.26,-0.505,5083,54.57,606.27,4.6,1034,0,0.0,0,855.16
Instagram,Reel,Product,Educator,8,3,0,0,64,5,1,6,0,1,1,83,8.34,0.696,202638,34.85,545.22,6.9,485,0,0.0,0,904.36
Instagram,Reel,Lifestyle,Business,12,4,0,1,135,3,1,2,1,0,1,28,5.82,0.269,55258,54.11,1117.33,6.2,1239,0,0.0,1,1100.53
X,Text,Education,Educator,3,0,0,0,108,7,1,4,0,0,1,0,10.0,0.707,17907,37.31,1408.31,2.1,747,1,322.99,0,993.22
Facebook,Video,Lifestyle,Media,5,5,1,0,139,3,0,3,0,0,1,39,8.44,-0.376,39843,49.55,770.02,10.5,990,0,0.0,0,953.11
Instagram,Reel,Entertainment,Business,19,6,1,1,202,9,1,0,1,0,1,67,7.73,-0.28,90066,56.47,1447.52,1.0,474,1,345.14,0,1076.68
LinkedIn,Video,Education,Business,0,5,1,0,122,7,2,6,0,0,1,42,6.97,0.845,33597,42.27,1887.27,3.8,475,0,0.0,0,1096.2
Instagram,Reel,Product,Business,23,2,0,0,139,4,2,8,0,0,1,35,6.87,-0.46,47701,43.32,888.21,3.8,1163,0,0.0,0,893.92
Instagram,Video,Entertainment,Educator,4,2,0,0,174,5,1,5,0,0,1,42,7.59,0.849,31006,56.57,1397.28,6.9,500,0,0.0,1,1054.12
Instagram,Reel,Entertainment,Personal Brand,23,6,1,0,215,7,1,4,0,1,1,22,6.12,0.222,82034,26.87,1109.09,4.3,451,0,0.0,0,1069.13
YouTube Shorts,Reel,Behind-the-scenes,Business,18,6,1,1,268,3,1,1,1,1,1,30,6.53,0.056,82427,40.74,1206.4,5.1,535,0,0.0,0,1092.97
Facebook,Text,Entertainment,Educator,11,5,1,1,238,4,1,4,0,0,1,0,5.76,0.552,63023,23.64,728.65,1.0,414,0,0.0,0,849.61
Instagram,Carousel,Education,Personal Brand,8,6,1,0,128,3,0,3,0,0,7,0,6.53,0.262,16908,36.24,1286.35,4.0,386,0,0.0,0,1004.65
LinkedIn,Text,Education,Influencer,12,3,0,1,205,6,1,4,0,0,1,0,6.28,-0.178,23124,79.39,1357.16,4.8,818,0,0.0,0,1213.76
YouTube Shorts,Video,Entertainment,Media,10,1,0,0,149,6,2,3,0,0,1,64,8.61,0.484,74454,40.33,1788.56,7.2,562,0,0.0,0,1152.64
